issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.21,-0.94,-0.71,-0.43,-0.99,0.34
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,0.74,0.09,0.09,0.23,-0.4,-0.27
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.15,0.62,-0.6,-0.34,0.49,-0.32
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.9,-0.69,-0.61,-0.01,0.27,0.76
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.81,-0.39,0.51,-0.44,-0.26,-0.41
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,-0.17,-0.57,-0.36,-0.76,0.93,0.01
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.85,0.49,-0.08,0.51,0.26,-0.39
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.04,0.42,-0.39,-0.97,-0.46,0.59
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
