issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.35,0.37,-0.32,0.3,-0.19,0.28
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,0.87,-0.14,0.01,-0.34,0.16,0.73
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.43,0.67,0.04,-0.55,-0.16,-0.67
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.82,-0.88,0.21,-0.79,-0.37,-0.71
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.0,0.27,0.66,-0.1,0.54,0.19
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.94,-0.76,0.63,0.67,0.58,-0.09
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.05,0.97,0.89,0.53,-0.08,0.08
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.61,-0.45,-0.49,-0.57,0.1,0.9
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
