issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.08,-0.09,0.94,0.67,-0.57,-0.12
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.66,0.06,0.59,-0.93,-0.62,0.95
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.92,0.11,0.29,-0.46,0.9,0.34
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.33,-0.98,0.71,0.56,0.37,0.48
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.69,0.44,-0.81,0.41,-0.99,0.55
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,-0.02,-0.59,0.46,-0.37,0.77,-0.64
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.88,0.94,-0.39,0.72,0.68,-0.15
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,-0.27,-0.44,0.99,-0.49,0.84,-0.14
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
