issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.86,0.25,-0.73,0.52,0.05,0.51
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,0.72,0.9,0.31,0.71,0.49,0.45
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.72,0.85,0.8,-0.21,-0.83,0.66
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.08,0.08,0.65,-0.94,0.76,-0.93
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.39,0.17,0.28,-0.25,-0.45,0.02
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.77,0.13,0.33,-0.12,0.94,0.49
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.29,0.31,0.09,0.77,-0.45,-0.78
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,-0.62,-0.23,0.71,-0.46,0.25,0.25
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
