issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.74,-0.57,-0.37,0.9,0.98,0.73
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.08,-0.07,0.53,-0.8,0.99,0.38
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.4,0.82,0.11,-0.83,-0.78,-0.94
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.57,-0.9,0.02,-0.83,-0.11,-0.53
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.12,-0.12,0.68,-0.33,-0.54,0.88
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,-0.07,-0.94,-0.84,0.11,-0.58,-0.7
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.61,0.49,0.9,-0.74,0.76,0.42
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.11,-0.87,0.58,0.62,0.51,0.1
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
