issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.46,0.59,0.12,-0.07,-0.68,-0.91
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.07,0.31,-0.57,-0.2,-0.0,0.91
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.75,0.75,0.99,0.55,-0.59,0.68
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.67,0.78,-0.32,-0.42,0.21,-0.88
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.81,-0.24,0.58,0.42,0.41,0.07
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,-0.07,0.29,0.38,-0.53,0.51,0.87
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.63,0.46,0.64,-0.99,-0.65,-0.32
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.47,0.96,0.47,-0.04,0.84,-0.24
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
