issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.98,0.03,0.34,0.04,-0.6,0.16
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,0.92,0.38,-0.95,-0.27,0.27,0.13
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.76,0.87,-0.21,0.46,0.57,-0.57
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.33,0.05,-0.64,0.44,0.08,-0.57
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.16,0.36,0.99,0.1,0.59,-0.34
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.02,0.67,0.94,-0.64,0.7,0.98
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.1,-0.38,0.82,-0.56,0.98,-0.2
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,-0.82,-0.73,-0.05,-0.88,-0.5,0.59
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
