issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.89,-0.6,0.61,0.94,-0.97,-0.57
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.77,0.53,-0.84,1.0,-0.22,0.81
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.62,-0.12,0.69,0.19,-0.08,0.03
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.15,-0.12,-0.61,-0.77,-0.7,-0.9
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.12,0.7,-0.28,-0.85,-0.15,0.2
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,-0.15,0.62,0.88,0.74,0.41,-0.06
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.37,-0.97,0.96,-0.66,0.81,0.61
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.6,-0.46,-0.56,-0.14,0.7,-0.1
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
