issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.78,0.32,0.39,0.13,0.88,-0.5
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,0.57,-0.01,0.78,-0.45,-0.97,-0.87
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.8,0.28,0.46,0.01,0.12,-0.27
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.57,0.51,0.4,0.92,0.54,0.96
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.18,0.24,0.28,-0.35,-0.93,0.58
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.42,-0.84,-0.7,0.37,0.07,-0.62
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.89,0.22,-0.89,-0.57,0.01,-0.81
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,-0.18,-0.96,-0.76,0.88,0.12,0.37
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
