issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.3,0.19,-0.54,-0.15,-0.5,0.69
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,0.97,-0.87,0.43,-0.34,0.25,-0.48
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.3,-0.26,-0.41,0.82,0.88,0.23
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.57,0.88,0.5,0.5,-0.58,0.66
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.52,0.26,0.42,0.48,-0.22,0.52
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.81,0.17,-0.82,-0.74,-0.79,-0.65
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.75,0.56,-0.92,-0.52,0.76,0.95
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.21,0.95,-0.91,0.9,-0.38,0.6
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
