issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.35,0.88,0.4,-0.66,0.46,-0.19
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.36,0.56,0.58,0.9,-0.59,0.07
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.54,0.03,-0.54,0.99,0.78,0.15
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.08,0.68,0.83,0.64,-0.13,0.71
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.55,0.08,-0.37,-0.76,-0.71,0.87
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,-0.61,0.3,-0.52,0.05,-0.74,-0.42
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.2,0.41,0.8,-0.14,0.43,-0.72
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,-0.8,-0.1,0.52,-0.54,0.62,-0.5
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
