issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.63,0.62,0.82,-0.11,0.42,-0.02
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.9,-0.84,-0.51,0.96,0.38,-0.46
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.41,0.32,-0.91,-0.28,0.55,-0.84
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.77,0.86,0.71,-0.77,0.13,0.42
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.78,-0.81,0.63,-0.44,0.18,0.44
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.55,-0.41,0.21,-0.43,1.0,0.63
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.17,0.76,0.47,0.86,-0.66,-0.41
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,-0.81,-0.36,-0.24,0.27,-0.06,0.44
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
