issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.72,-0.8,-0.06,0.68,0.39,-0.08
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.67,0.1,0.98,0.61,-0.89,0.42
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.95,-0.61,0.91,-0.53,0.64,-0.7
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.03,-0.27,0.34,-0.64,0.16,-1.0
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.15,0.03,0.68,0.52,-0.82,0.25
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.32,0.47,0.11,-0.79,0.28,0.34
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.5,0.9,-0.09,0.73,0.31,0.23
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.1,0.3,0.69,0.55,0.35,-0.94
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
