issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.73,0.24,0.04,0.5,0.35,-0.04
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,0.91,-0.48,0.42,-0.6,0.33,-0.5
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.59,-0.26,0.02,0.36,-0.38,-0.24
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.52,-0.34,-0.87,-0.91,-0.73,-0.06
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.23,0.35,-0.81,-0.68,0.94,-0.15
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.83,-0.53,0.97,-0.75,0.56,0.96
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.03,-0.02,-0.65,0.22,-0.51,0.43
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,-0.05,-0.54,-0.08,-0.95,-0.81,-0.8
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
