issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.73,-0.08,-0.84,0.78,-0.24,-0.14
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,0.48,-0.69,0.15,0.02,-0.26,0.37
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.59,-0.06,0.25,0.83,-0.09,-0.73
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.09,-0.14,0.54,0.6,-0.66,-0.12
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.47,0.91,0.87,-0.13,-0.14,0.49
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.19,-0.48,-0.03,0.78,0.36,0.13
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.75,-0.45,0.99,-0.6,0.68,0.48
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.73,0.17,-0.54,-0.03,0.72,0.6
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
