issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.59,0.04,0.08,-0.41,-0.39,-0.95
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.16,-0.35,0.24,0.72,-0.01,-0.83
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.87,0.62,-0.27,-0.34,0.88,-0.25
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.27,0.97,-0.93,-0.37,-0.54,0.84
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.1,-0.89,0.51,0.37,0.32,0.91
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.75,0.51,-0.55,-0.72,-0.56,-0.59
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.14,0.33,0.05,-0.89,-0.27,0.94
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.39,-0.26,0.34,-0.47,-0.85,0.06
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
