issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.97,0.39,-0.38,0.12,0.21,-0.64
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.5,0.16,-0.47,-0.52,-0.28,0.81
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.74,0.03,-0.9,0.6,-0.64,0.34
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.67,0.93,-0.75,0.05,0.7,0.08
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.46,0.57,0.67,0.33,0.8,0.3
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.89,0.26,0.74,0.19,-0.31,0.63
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.14,-0.75,0.94,0.71,0.12,0.34
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,1.0,-0.68,0.07,-0.22,0.08,-0.79
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
