issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.82,0.12,0.05,-0.47,0.8,-0.97
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.81,-0.88,-0.52,-0.01,-0.07,-0.46
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.11,-0.55,-0.27,-0.66,0.33,-0.84
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.31,0.06,0.1,-0.26,0.29,-0.67
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.45,0.85,0.98,0.76,-0.48,-0.92
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.95,0.11,0.08,-0.71,0.82,0.92
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.72,0.39,-0.23,0.85,0.71,0.68
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.17,-0.86,-0.95,-0.55,-0.82,0.49
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
