issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.22,-0.43,0.52,-0.52,-0.49,-0.83
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,0.73,-0.1,0.12,0.47,0.59,-0.1
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.63,0.66,-0.94,0.89,0.15,0.75
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.22,-0.5,-0.41,0.07,0.92,-0.63
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.02,-0.31,0.54,0.61,-0.15,-0.59
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,-0.87,-0.6,-0.46,0.2,0.75,-0.74
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.92,0.37,0.48,0.97,-0.17,0.06
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.36,0.03,-0.4,-0.79,-0.43,0.54
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
