issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.47,-0.18,-0.19,-0.39,-0.74,0.79
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,0.36,-0.47,-0.82,-0.75,-0.45,-0.9
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.71,-0.05,0.87,-0.13,0.42,0.14
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.95,-0.64,0.48,-0.3,0.98,-0.29
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.96,0.72,0.2,-0.95,-0.63,-0.89
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.58,-0.85,0.57,-0.94,-0.49,-0.4
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.13,0.12,0.77,0.27,-0.68,-0.95
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.52,0.07,0.16,-0.17,0.18,-0.19
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
