issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.99,0.15,0.14,0.67,-0.23,-0.82
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,0.16,-0.95,-0.28,0.97,0.74,-0.7
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.6,0.62,0.86,-0.55,-0.0,0.65
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.33,0.19,0.3,-0.52,-0.95,0.47
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.35,-0.25,0.23,0.31,-0.59,0.65
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,-0.24,0.26,0.93,0.13,-0.28,0.24
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.0,-0.1,0.46,0.85,-0.04,-0.82
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.14,-0.51,-0.92,0.58,-0.45,0.55
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
