issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.56,0.53,-0.62,0.18,0.21,-0.12
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,0.73,0.09,-0.01,-0.16,-0.88,-0.28
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.81,0.13,0.28,0.54,0.27,-0.63
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.5,0.1,-0.8,-0.95,-0.4,0.38
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.87,0.93,0.53,-0.41,0.24,-0.54
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.5,-0.67,0.51,0.74,0.04,-0.87
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.1,0.68,-0.64,-0.92,0.47,0.13
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,-0.92,0.97,0.14,0.17,0.58,0.81
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
