issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.41,0.18,0.63,0.82,-0.99,-0.21
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,0.12,0.47,-0.83,-0.2,-0.44,-0.15
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.0,0.32,-0.01,0.24,0.16,-0.14
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.99,-0.61,-0.36,-0.71,0.2,0.22
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.0,-0.36,0.31,-0.62,-0.99,0.47
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,-0.11,0.4,-0.63,-0.87,-0.24,0.39
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.79,-0.61,-0.09,0.24,0.5,-0.78
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.25,-0.23,0.34,-0.59,0.06,-0.66
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
