issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.57,0.62,-0.91,0.53,0.61,-0.97
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.22,0.73,0.92,0.84,0.09,-0.38
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.18,0.19,0.33,0.18,0.74,-0.25
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.51,-0.96,-0.53,-0.68,-0.52,0.76
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.46,-0.51,0.59,0.09,-0.19,-0.59
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,-0.38,-0.84,-0.53,0.33,-0.3,0.64
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.32,0.25,-0.16,0.29,0.75,-0.38
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,-0.31,0.7,0.06,0.85,-0.62,-0.57
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
