issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.05,0.32,0.63,0.62,0.24,-0.1
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.18,0.75,0.41,-0.63,0.13,0.82
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.7,0.69,0.64,-0.0,-0.92,-0.7
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.85,-0.91,-0.26,0.24,-0.61,0.96
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.69,0.08,0.24,-0.54,-0.07,-0.02
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.53,0.27,-0.06,0.33,-0.09,0.05
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.32,-0.64,0.58,0.21,0.96,-0.56
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,-0.07,0.79,0.2,0.45,-0.17,0.37
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
