issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.21,-0.88,-0.27,-0.29,0.73,0.78
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,0.93,-0.34,0.39,0.27,-0.52,0.74
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.57,0.5,-0.71,-0.79,0.44,0.05
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.11,0.56,-0.28,0.71,0.92,0.96
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.44,-0.17,0.45,0.79,0.42,0.52
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.77,-0.27,0.09,0.07,0.3,0.79
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.2,0.94,0.46,-0.17,0.16,0.84
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.24,0.42,0.32,-0.33,-0.59,-0.18
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
