issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.59,-0.0,-0.17,0.23,-0.2,-0.92
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.4,-0.51,0.94,0.53,-0.19,0.47
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.39,0.05,-0.59,-0.49,-0.13,-0.84
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.71,0.83,-0.57,-0.05,0.68,-0.42
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.22,-0.12,-0.21,0.58,-0.07,-0.07
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.98,0.92,-0.53,-0.55,0.33,-0.18
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.44,0.47,0.57,-0.47,1.0,-0.01
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,-0.83,-0.78,0.12,0.02,0.87,0.8
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
