issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.12,-0.08,0.19,0.32,0.18,0.46
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,0.16,-0.11,-0.01,-0.14,-0.58,-0.55
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.09,-0.13,0.56,-0.16,0.35,-0.67
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.65,0.37,0.58,-0.28,0.33,-0.57
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.56,-0.52,-0.47,-0.18,0.66,0.89
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.26,-0.73,-0.16,0.87,-0.36,0.24
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.87,-0.08,0.0,0.84,0.86,0.81
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.03,0.28,0.18,-0.68,0.25,-0.36
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
