issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.3,0.99,0.04,-0.62,-0.94,-0.39
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.93,0.18,0.4,0.34,-0.29,-0.78
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.28,-0.87,0.29,0.67,-0.89,-0.29
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.24,0.28,-0.6,0.25,0.12,0.77
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.39,-0.27,-0.55,0.22,-0.49,-0.85
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.65,-0.54,-0.24,0.69,-0.79,0.94
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.05,0.35,0.46,0.96,0.11,0.4
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.37,0.26,0.6,-0.31,-0.04,-0.84
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
