issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.99,0.65,-0.83,0.31,-0.55,-0.76
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.3,0.35,0.1,-0.91,0.71,-0.04
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.71,-0.62,-0.83,0.03,-0.09,-0.97
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.92,-0.81,-0.92,-0.65,0.15,-0.05
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.96,-0.86,0.73,0.16,0.75,-0.89
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,-0.8,0.73,0.14,0.12,-0.97,0.28
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.7,0.99,-0.13,-0.38,-0.19,-0.54
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,-0.55,-0.13,0.37,0.32,0.54,-0.57
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
