issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.98,-0.28,-0.94,0.04,-0.99,-0.04
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.24,0.91,-0.89,-0.87,0.7,0.59
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.87,-0.84,0.24,0.03,-0.36,0.22
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.84,-0.87,0.32,-0.43,-0.19,0.7
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.76,0.69,-0.19,0.97,0.84,-0.18
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,-0.4,-0.56,-0.56,0.54,0.51,0.96
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.83,-0.56,0.97,0.09,0.11,-0.3
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.41,-0.0,-0.06,0.1,-0.95,0.06
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
