issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.87,0.68,-0.69,0.15,0.35,-0.19
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.99,-0.35,0.68,-0.87,-0.79,0.4
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.03,-0.0,-0.25,0.21,0.7,-0.45
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.69,-0.17,0.0,0.46,-0.48,0.84
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.4,0.24,-0.45,0.39,-0.49,0.63
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,-0.98,-0.67,0.12,0.42,-0.02,0.76
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.95,-0.07,0.54,-0.01,0.33,-0.55
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,-0.78,0.96,0.63,-0.43,0.17,-0.24
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
