issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.96,0.54,-0.23,0.14,0.51,0.88
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,0.22,-0.37,-0.78,-0.85,-0.36,0.32
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.39,-0.58,-0.83,-0.39,0.1,0.51
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.06,-0.43,0.25,-0.47,0.31,0.68
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.28,0.13,-0.39,0.75,0.98,0.55
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.15,-0.72,-0.37,-0.27,-0.42,-0.11
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.22,-0.57,-0.5,-0.78,-0.38,-0.01
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,-0.02,0.99,0.96,-0.13,0.94,-0.57
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
