issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.88,-0.3,-0.6,-0.07,-0.82,-0.86
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.4,0.81,0.95,0.53,-1.0,0.47
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.96,-0.66,-0.98,-0.7,0.38,0.4
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.26,0.46,0.69,-0.74,-0.83,-0.26
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.19,-0.45,0.51,-0.36,0.6,0.82
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.03,-0.14,-0.82,-0.45,0.77,-0.51
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.24,-0.01,-0.81,0.8,-0.86,0.36
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.94,0.42,-0.35,-0.85,0.16,0.47
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
