issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.35,-0.65,0.87,0.81,-0.83,-0.61
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.45,0.48,0.72,0.16,-0.6,-0.17
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.72,0.83,0.53,0.02,-0.09,-0.8
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.36,-0.76,0.56,0.09,-0.55,-0.55
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.48,-0.38,-0.22,-0.4,0.36,-0.93
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,-0.34,0.49,0.89,0.61,-0.52,-0.53
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.62,0.76,-0.52,0.52,-0.48,-0.93
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.47,0.45,-0.82,-0.35,0.9,-0.67
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
