issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.49,-0.92,0.0,0.98,-0.97,-0.12
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.99,0.23,-0.63,0.43,-0.68,0.66
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.59,-0.3,-0.54,0.62,-0.02,0.75
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.74,-0.0,0.55,0.96,0.35,-0.63
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.52,-0.85,0.53,0.66,0.12,-0.01
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.87,-1.0,-0.98,-0.5,0.01,0.08
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.26,-0.41,-0.6,0.6,-0.37,-0.02
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.62,0.22,-0.18,-0.65,-0.2,-0.03
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
