issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.11,0.19,-0.02,-0.88,0.95,0.71
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.24,0.09,0.87,-0.2,0.89,-0.94
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.49,0.59,-0.61,-0.67,0.18,-0.04
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.17,-0.74,-0.44,-0.86,-0.78,0.43
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.95,0.08,-0.4,0.74,0.09,1.0
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.12,0.12,-0.33,-0.5,-0.15,-0.55
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.86,-0.15,-0.79,0.45,-0.4,-0.02
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,-0.61,0.36,0.66,-0.56,-0.98,-0.5
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
