issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.46,-0.58,-0.78,-0.21,-0.83,0.31
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,0.9,0.51,-0.77,-0.96,-0.33,0.99
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.37,0.48,0.43,0.15,-0.26,-0.58
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.96,-0.87,-0.53,-0.38,0.82,0.43
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.47,-0.67,0.76,0.59,-0.92,0.76
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.18,-0.08,0.35,-0.92,-0.34,-0.82
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.37,-0.2,-0.04,-0.42,0.58,-0.91
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,-0.44,0.18,0.58,0.2,0.46,-0.95
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
