issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.96,-0.03,-0.63,0.28,0.07,0.55
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.21,0.98,0.03,-0.04,0.5,0.15
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.28,-0.02,-0.62,-0.21,-0.94,-0.07
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.45,0.05,-0.94,0.11,-0.41,0.15
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.47,-0.12,0.33,-0.52,1.0,-0.51
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.88,-0.57,-0.0,0.64,0.43,0.41
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.12,0.51,0.84,-0.12,0.06,-0.87
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,-0.22,-0.07,0.79,-0.78,0.46,0.09
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
