issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.88,-0.09,-0.14,-0.15,0.13,0.88
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.34,0.9,-0.51,0.1,0.43,0.76
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.56,0.93,0.1,0.81,0.31,-0.66
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.94,0.52,0.36,-0.42,-0.79,0.38
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.5,0.12,0.33,-0.19,0.73,0.06
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.79,0.48,0.05,0.44,0.77,-0.61
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.14,0.72,-0.94,-0.73,-0.19,-0.78
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.45,0.95,-0.02,0.92,-0.73,0.4
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
