issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.73,-0.73,0.32,0.15,0.45,0.17
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.64,0.47,0.19,0.09,0.45,-0.37
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.86,-0.82,-0.34,-0.54,0.5,0.22
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.81,0.44,0.83,0.65,0.35,0.55
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.7,-0.87,0.5,0.97,-0.52,0.12
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,-0.84,0.12,-0.1,-0.52,0.13,0.31
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.82,0.57,0.95,-0.11,-0.72,-0.18
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.58,-0.58,-0.65,0.29,0.89,-0.18
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
