issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.65,-0.16,-0.41,-0.97,-0.23,0.84
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,0.66,0.15,-0.36,-0.54,0.91,0.13
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.56,-0.5,0.92,-0.52,-0.79,-0.63
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.53,0.42,-0.12,0.59,0.04,-0.17
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.77,0.77,-0.45,0.23,0.97,-0.62
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.93,0.31,-0.74,0.54,0.9,0.13
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.38,-0.95,0.98,-0.36,-0.95,0.62
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.95,0.48,-0.99,-0.87,0.17,-0.33
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
