issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.47,0.18,-0.68,0.83,0.09,1.0
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.92,0.63,-0.85,0.88,-0.28,0.33
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.43,0.43,0.39,-0.98,-0.56,0.59
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.57,0.6,-0.98,-0.92,-0.85,0.75
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.05,0.46,-0.56,0.34,-0.11,0.98
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,-0.43,-0.78,0.09,0.36,-0.73,0.08
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.49,-0.78,0.57,0.09,-0.98,0.18
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.61,0.98,0.98,-0.17,-0.93,0.94
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
