issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.65,0.98,-0.94,-0.21,0.51,0.95
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.72,0.85,-0.56,0.11,-0.13,0.62
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.72,-0.62,0.14,-0.58,0.76,0.16
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.82,0.53,-0.05,0.38,-0.88,0.26
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.97,-0.76,-0.1,-0.96,0.38,-0.96
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,-0.09,-0.56,0.61,0.29,0.33,0.1
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.5,0.63,0.76,-0.12,0.17,0.25
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.46,0.18,0.61,0.65,0.11,0.77
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
