issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.14,0.02,0.56,-0.63,0.15,0.29
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.08,0.12,0.95,0.5,-0.24,-0.13
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.43,-0.81,0.28,-0.77,-0.8,0.33
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.67,0.53,0.5,-0.38,0.14,0.29
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.62,-0.6,0.35,0.65,-0.17,-0.01
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.03,0.88,-0.9,0.14,-0.02,-0.31
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.34,0.54,0.08,-0.92,-0.53,-0.96
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,-0.34,-0.06,0.57,0.06,-0.05,0.4
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
