issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.81,0.56,0.55,0.2,-0.97,-0.92
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.64,0.94,-0.49,0.5,-0.44,-0.49
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.48,-0.41,-0.98,0.97,0.13,0.2
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.08,-0.91,-0.06,0.08,0.35,0.07
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.89,0.24,0.16,0.09,0.69,-0.11
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.21,-0.75,-0.5,0.7,-0.97,-0.69
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.65,-0.54,-0.48,0.4,0.93,-0.6
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.49,-0.72,-0.24,-0.35,0.77,0.31
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
