issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.02,-0.36,-0.37,-0.92,0.07,0.65
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.83,-0.78,0.06,0.32,0.39,-0.37
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.92,-0.17,-0.55,-1.0,0.37,0.9
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.22,-0.4,0.11,0.7,0.59,0.37
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.14,0.38,-0.57,-0.43,0.56,0.86
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,-0.62,-0.41,-0.99,-0.14,-0.58,0.28
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.42,-0.76,-0.84,0.81,-0.22,0.07
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.93,0.52,-0.35,-0.83,0.07,-0.33
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
