issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.28,0.6,0.03,-0.54,0.26,-0.39
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.94,0.81,-0.16,-0.15,0.48,0.9
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.85,-0.65,-0.36,-0.5,-0.01,0.65
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.71,0.19,-0.52,-0.63,0.49,-0.53
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.08,0.5,-0.54,-0.65,-0.92,-0.7
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.7,-0.79,-0.55,-0.93,0.35,-0.54
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.17,-0.72,-0.25,-0.15,-0.05,-0.15
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,-0.79,0.55,-0.73,-0.15,-0.46,-0.4
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
