issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.42,-0.04,0.8,0.3,0.45,-0.79
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.04,-0.19,0.29,-0.42,-0.23,0.96
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.77,-0.6,-0.52,0.39,0.43,0.57
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.24,0.7,0.39,0.43,0.64,0.26
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.16,-0.94,0.19,0.13,0.2,-0.35
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.11,-0.66,0.3,-0.86,0.75,-0.57
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.41,0.77,0.77,0.67,-0.35,0.8
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.54,0.32,0.8,0.57,-0.15,-0.35
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
