issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.24,0.53,0.79,0.82,-0.01,0.53
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,0.42,0.9,-0.52,0.12,-0.91,0.85
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.89,0.0,0.17,0.54,-0.5,-0.24
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.42,0.08,0.9,-0.23,-0.91,0.37
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.01,-0.41,-0.17,0.73,0.64,-0.66
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.37,1.0,0.57,0.45,-0.38,-0.68
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.73,0.22,-0.22,0.51,0.44,0.29
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,-0.59,0.77,0.44,-0.39,-0.87,0.83
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
