issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.74,0.7,0.62,-0.74,0.07,0.8
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,0.54,-0.16,0.96,-0.5,-0.33,0.91
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.62,0.8,-0.98,-0.24,-0.53,-0.41
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.48,0.45,-0.08,-0.27,0.17,0.07
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.1,0.23,-0.21,0.54,-0.5,0.31
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.92,-0.99,0.45,-0.78,0.09,0.25
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.51,0.83,0.24,-0.54,0.54,-0.79
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.11,-0.81,0.16,-0.49,0.3,0.43
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
