issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.47,0.17,0.05,0.32,0.26,-0.86
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.17,-0.6,0.4,-0.45,-0.13,0.64
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.57,0.71,-0.04,0.85,-0.94,0.88
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.3,0.63,0.9,0.78,0.4,0.34
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.95,-0.07,-0.79,-0.95,0.76,-0.95
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.9,0.14,0.32,0.82,0.8,-0.22
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.23,0.04,0.63,-0.89,0.25,-0.14
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.72,0.38,-0.48,-0.73,0.08,0.96
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
