issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.28,0.31,0.13,-0.93,0.84,-0.24
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.24,0.69,-0.03,-0.1,0.28,-0.58
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.06,0.34,0.08,0.42,0.2,0.68
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.76,-0.8,-0.48,-0.89,-0.54,0.44
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.84,-0.69,0.54,-0.11,-0.42,0.29
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.77,-0.92,0.39,0.34,0.74,-0.61
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.43,-0.79,-0.89,0.36,-0.95,-0.91
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,-0.93,-0.07,0.52,0.98,-0.55,0.58
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
