issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.23,0.63,-0.53,0.24,-0.39,-0.82
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.39,-0.86,0.92,0.45,-0.8,0.57
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.3,0.82,-0.01,0.75,-0.56,-0.27
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.27,-0.81,-0.34,0.32,-0.07,0.76
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.46,-0.29,-0.36,0.1,-0.62,-0.65
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.88,-0.25,0.17,-0.89,-0.72,-0.81
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.62,-0.79,0.03,-0.69,-0.44,0.77
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.26,0.93,0.2,-0.98,-0.17,-0.96
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
