issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.72,-0.98,-0.04,-0.63,0.22,0.24
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.18,0.35,-0.6,0.62,-0.9,-0.66
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.96,0.8,0.88,0.82,-0.12,0.88
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.53,-0.9,0.11,-0.37,0.06,-0.06
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.03,0.14,0.85,-0.53,0.75,0.47
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,-0.84,0.67,-0.2,-0.33,-1.0,-0.51
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.38,0.7,-0.52,-0.26,-0.7,0.61
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.43,0.4,0.36,0.78,0.77,0.25
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
