issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.83,0.03,-1.0,0.42,0.48,0.95
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,0.33,-0.01,-0.85,0.07,-0.72,0.6
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.15,-0.57,0.41,-0.33,0.34,0.56
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.83,0.02,-0.79,0.3,-0.37,0.29
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.9,0.73,-0.04,0.59,-0.55,-0.33
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.53,0.71,-0.13,0.86,0.16,-0.9
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.09,-0.68,0.47,-0.31,-0.6,0.69
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.64,-0.31,-0.19,-0.88,-0.64,0.47
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
