issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.73,0.56,-0.14,0.89,-0.49,-0.91
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.81,-0.6,0.08,-0.55,0.67,-0.98
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.49,0.94,-0.47,0.25,0.43,-0.35
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.13,0.47,-0.74,-0.71,-0.25,-0.54
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.39,-0.7,-0.81,0.83,-0.31,0.13
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.09,-0.1,0.5,-0.34,0.78,-0.86
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.15,-0.32,-0.27,-0.39,0.21,-0.53
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,-0.41,-0.43,-0.99,-0.26,-0.9,0.75
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
