issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.19,-0.42,-0.7,-0.74,0.46,0.47
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.64,-0.17,0.19,-0.75,0.57,0.24
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.23,0.4,0.97,0.12,0.73,-0.16
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.31,0.85,0.33,-0.39,0.24,-0.3
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.36,0.22,-0.68,-0.03,0.89,-0.23
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,-0.62,-0.06,0.68,0.69,0.66,-0.98
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.47,1.0,-0.76,-0.02,0.58,-0.76
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.32,-0.02,-0.61,0.76,-0.64,0.28
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
