issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.24,0.82,-0.48,-0.78,-0.89,-0.3
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.92,0.17,0.35,-0.08,0.48,0.0
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,0.4,-0.54,0.49,0.0,0.41,-0.11
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,0.01,-0.92,-0.02,-0.72,-0.72,-0.13
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,0.15,-0.31,-0.68,0.48,0.93,0.47
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,-0.85,0.68,-0.86,-0.13,0.86,-0.47
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,-0.74,0.52,0.86,-0.35,-0.54,-0.64
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.93,0.15,0.72,-0.38,-0.89,-0.09
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
