issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,-0.8,0.42,-0.82,0.73,0.73,0.42
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.03,0.4,-0.21,0.59,0.57,-0.69
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.36,-0.31,-0.27,0.13,-0.92,0.32
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.6,-0.17,-0.1,-0.3,-0.23,-0.64
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.86,0.1,0.19,-0.71,-0.54,-0.43
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.66,-0.69,0.1,0.14,-0.31,-0.3
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.92,0.11,0.31,-0.02,0.29,0.21
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,-0.71,-0.33,-0.08,-0.74,-0.27,-0.54
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
