issue,option,Party_1,Party_2,Party_3,Party_4,Party_5,Party_6
Issue_1,on,0.45,-0.9,0.84,0.85,0.1,0.93
Issue_1,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_2,on,-0.44,0.2,-0.21,0.26,-0.4,0.64
Issue_2,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_3,on,-0.86,-0.92,-0.9,-0.7,-0.21,0.91
Issue_3,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_4,on,-0.78,0.3,0.06,-0.29,-0.6,-0.56
Issue_4,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_5,on,-0.91,0.43,0.31,-0.11,0.44,-0.78
Issue_5,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_6,on,0.88,0.7,0.32,-0.24,-0.17,-0.04
Issue_6,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_7,on,0.87,0.73,-0.04,0.11,0.75,0.9
Issue_7,off,0.0,0.0,0.0,0.0,0.0,0.0
Issue_8,on,0.28,0.5,-0.3,0.84,0.67,0.1
Issue_8,off,0.0,0.0,0.0,0.0,0.0,0.0
reservation,N/A,0.0,0.0,0.0,0.0,0.0,0.0
target,N/A,2.0,2.0,2.0,2.0,2.0,2.0
